X,Y,NAME,City_ID,City_X,City_Y,City_Dist
7.528713798486256,4.549154772614574,Opobo,3211,7.55999304061,4.57040447888,4191.63291333000
7.541476082969522,4.541272888653984,Opobo,3211,7.55999304061,4.57040447888,3820.96775363000
7.55168173752088,4.548749015686788,Opobo,3211,7.55999304061,4.57040447888,2566.15976316000
7.565007078632635,4.550277419703413,Opobo,3211,7.55999304061,4.57040447888,2294.17115236000
7.565831646143002,4.549459497264953,Opobo,3211,7.55999304061,4.57040447888,2405.03847379000
7.577152183717173,4.548006769178761,Opobo,3211,7.55999304061,4.57040447888,3124.12212985000
7.574686931460639,4.543868553931111,Opobo,3211,7.55999304061,4.57040447888,3356.98627281000
7.559770403847985,4.545448808334971,Opobo,3211,7.55999304061,4.57040447888,2759.74078072000
7.551323786950378,4.540159955729791,Opobo,3211,7.55999304061,4.57040447888,3480.09093817000
7.547924192654961,4.530666499002876,Opobo,3211,7.55999304061,4.57040447888,4593.83970103000
41.883703082146489,-1.203258336354213,Buur Gaabo,3092,41.85195979030,-1.20086986836,3542.73259331000
41.876638402229332,-1.19997517695098,Buur Gaabo,3092,41.85195979030,-1.20086986836,2748.39272192000
41.882535279655457,-1.187697655850152,Buur Gaabo,3092,41.85195979030,-1.20086986836,3701.52045558000
41.839401414073073,-1.242247866880339,Buur Gaabo,3092,41.85195979030,-1.20086986836,4784.08266343000
41.83753029275146,-1.228589391286407,Buur Gaabo,3092,41.85195979030,-1.20086986836,3460.30532155000
41.842837461813026,-1.214559638738626,Buur Gaabo,3092,41.85195979030,-1.20086986836,1822.68740591000
41.836379598776205,-1.201126352522344,Buur Gaabo,3092,41.85195979030,-1.20086986836,1734.23244116000
41.833828760537322,-1.201945804075981,Buur Gaabo,3092,41.85195979030,-1.20086986836,2021.40039843000
41.830213884719974,-1.189420157025055,Buur Gaabo,3092,41.85195979030,-1.20086986836,2731.36326300000
41.823160250321529,-1.176339488941945,Buur Gaabo,3092,41.85195979030,-1.20086986836,4198.93526547000
41.833487516008631,-1.168833,Buur Gaabo,3092,41.85195979030,-1.20086986836,4095.82198810000
41.842259830456896,-1.179701998339694,Buur Gaabo,3092,41.85195979030,-1.20086986836,2577.59867683000
41.844617315325344,-1.193583556631731,Buur Gaabo,3092,41.85195979030,-1.20086986836,1147.56802624000
41.845316238890177,-1.201305526598599,Buur Gaabo,3092,41.85195979030,-1.20086986836,740.96296530100
41.855432974023728,-1.21213201913077,Buur Gaabo,3092,41.85195979030,-1.20086986836,1303.92313838000
41.870260321360668,-1.209862708453511,Buur Gaabo,3092,41.85195979030,-1.20086986836,2266.53417696000
41.873552071982402,-1.219559538301988,Buur Gaabo,3092,41.85195979030,-1.20086986836,3169.51007553000
41.882547488933319,-1.212613123764206,Buur Gaabo,3092,41.85195979030,-1.20086986836,3643.49932925000
41.892966395749852,-1.203078849761909,Buur Gaabo,3092,41.85195979030,-1.20086986836,4570.36840387000
50.792636648935762,11.978248572468129,Caluula,3013,50.75001826860,11.96695558570,4806.89348356000
50.779516645526627,11.973866902287078,Caluula,3013,50.75001826860,11.96695558570,3302.51727409000
50.767886576624377,11.969683908502928,Caluula,3013,50.75001826860,11.96695558570,1969.39703986000
50.757022445014648,11.960740885087832,Caluula,3013,50.75001826860,11.96695558570,1026.94228088000
50.74225135551594,11.958748333246602,Caluula,3013,50.75001826860,11.96695558570,1240.93667765000
50.728178612120104,11.954329640176878,Caluula,3013,50.75001826860,11.96695558570,2758.47771647000
